iter	Logloss
123	0.4443165319
124	0.4442698193
125	0.4442224369
126	0.4441824018
127	0.4441443625
128	0.4440973315
129	0.4440620825
130	0.4440212382
131	0.4439781383
132	0.443945897
133	0.4438968733
134	0.4438519972
135	0.4438231548
136	0.4437895815
137	0.4437527345
138	0.4437285824
139	0.4436926601
140	0.4436468232
141	0.4436144178
142	0.4435780521
143	0.4435494641
144	0.4435180413
145	0.4434804975
146	0.4434499888
147	0.4434093682
148	0.4433702166
149	0.4433431009
150	0.4433094822
151	0.4432715045
152	0.443243189
153	0.4432092296
154	0.4431817457
155	0.4431493673
156	0.4431244943
157	0.4430920017
158	0.4430689962
159	0.4430459097
160	0.4430169134
161	0.4429846408
162	0.4429395977
163	0.4429066648
164	0.4428781847
165	0.4428432292
166	0.4428123897
167	0.4427824134
168	0.442753761
169	0.4427281834
170	0.4426967246
171	0.4426717206
172	0.4426444609
173	0.4426200304
174	0.4425907104
175	0.4425528313
176	0.442524832
177	0.4424957019
178	0.4424678223
179	0.4424380894
180	0.4424087586
181	0.4423867128
182	0.4423522835
183	0.4423235604
184	0.4422983725
185	0.442261466
186	0.4422321766
187	0.4422091463
188	0.4421806022
189	0.4421550094
190	0.4421352109
191	0.4421122583
192	0.4420877138
193	0.4420634224
194	0.4420411446
195	0.4420130256
196	0.4419897064
197	0.4419660051
198	0.4419429291
199	0.4419160353
200	0.441892074
201	0.4418516284
202	0.4418313908
203	0.4418093607
204	0.4417810512
205	0.4417537038
206	0.441729782
207	0.4417110654
208	0.4416765006
209	0.4416570136
210	0.4416355285
211	0.4416114715
212	0.4415897435
213	0.4415678203
214	0.4415449137
215	0.4415222357
216	0.4415021129
217	0.4414812833
218	0.4414547608
219	0.4414338911
220	0.4414070788
221	0.4413743087
222	0.4413532831
223	0.4413310842
224	0.4413116753
225	0.4412869392
226	0.4412644308
227	0.4412438952
228	0.4412179958
229	0.4411992426
230	0.4411782015
231	0.4411570848
232	0.4411377949
233	0.4411151109
234	0.4410928519
235	0.4410705776
236	0.4410507678
237	0.4410295032
238	0.4410113341
239	0.4409932181
240	0.4409668496
241	0.4409452585
242	0.4409187816
243	0.4408950056
244	0.4408721753
245	0.44085584
246	0.4408381567
247	0.4408196983
248	0.4408017677
249	0.4407802403
250	0.4407628802
251	0.4407450576
252	0.4407274606
253	0.4407091856
254	0.4406907345
255	0.4406640812
256	0.4406415552
257	0.4406231394
258	0.4405996998
259	0.4405817063
260	0.4405634919
261	0.4405462779
262	0.4405273397
263	0.4404989048
264	0.4404777494
265	0.4404596907
266	0.4404387905
267	0.4404191148
268	0.4404012273
269	0.4403820113
270	0.4403592794
271	0.4403366934
272	0.4403198803
273	0.4402984793
274	0.4402835945
275	0.4402664805
276	0.4402475607
277	0.4402250287
278	0.4402023035
279	0.4401860282
280	0.4401617621
281	0.4401428262
282	0.4401207397
283	0.4401047099
284	0.4400910492
285	0.4400702523
286	0.4400450006
287	0.4400250322
288	0.4400021219
289	0.4399795794
290	0.4399607157
291	0.4399384449
292	0.4399208417
293	0.4399072212
294	0.4398858685
295	0.4398686665
296	0.4398512803
297	0.4398280015
298	0.439812332
299	0.4397938812
300	0.4397753243
301	0.4397588142
302	0.4397375982
303	0.4397195697
304	0.4396996618
305	0.4396829973
306	0.4396652922
307	0.439651782
308	0.4396251096
309	0.4396031381
310	0.4395847903
311	0.4395679799
312	0.4395505157
313	0.439528849
314	0.4395094147
315	0.4394920971
316	0.4394791776
317	0.4394584339
318	0.439440223
319	0.4394212168
320	0.4394045137
321	0.4393846864
322	0.4393667695
323	0.4393491093
324	0.4393382378
325	0.4393235299
326	0.4393081925
327	0.439298241
328	0.4392834276
329	0.4392643867
330	0.4392451871
331	0.4392251776
332	0.439210789
333	0.4391932111
334	0.439172345
335	0.4391613526
336	0.439150411
337	0.4391293846
338	0.4391126636
339	0.4390939201
340	0.4390749866
341	0.4390583977
342	0.4390416494
343	0.4390241385
344	0.4390074257
345	0.4389869633
346	0.4389714177
347	0.4389557067
348	0.4389378107
349	0.4389214113
350	0.4389094612
351	0.438893672
352	0.4388795175
353	0.4388657881
354	0.4388527
355	0.4388374484
356	0.4388204918
357	0.4388051164
358	0.4387892773
359	0.4387659397
360	0.4387506961
361	0.4387357588
362	0.4387201341
363	0.4386986422
364	0.43868713
365	0.4386744962
366	0.4386629926
367	0.4386499787
368	0.438634584
369	0.438620404
370	0.4386055882
371	0.4385873729
372	0.4385721285
373	0.438556681
374	0.4385385239
375	0.4385177011
376	0.438502164
377	0.438486424
378	0.4384717977
379	0.4384583597
380	0.4384455037
381	0.4384270504
382	0.4384160905
383	0.4383978413
384	0.4383859864
385	0.4383682352
386	0.4383538037
387	0.4383385693
388	0.4383221476
389	0.438307569
390	0.4382941037
391	0.4382803066
392	0.438260901
393	0.4382442159
394	0.4382302934
395	0.4382195352
396	0.4382091779
397	0.4381965467
398	0.4381839744
399	0.4381656301
400	0.438151705
401	0.4381334252
402	0.4381198003
403	0.4381069193
404	0.4380896442
405	0.438072471
406	0.4380615105
407	0.438045522
408	0.4380318148
409	0.4380191559
410	0.438007763
411	0.4379961668
412	0.4379829592
413	0.4379671577
414	0.4379531593
415	0.4379419726
416	0.4379301492
417	0.4379142656
418	0.4379019571
419	0.437885397
420	0.4378677162
421	0.4378504182
422	0.4378463692
423	0.4378279916
424	0.4378124064
425	0.4377984839
426	0.4377847656
427	0.4377728371
428	0.4377717117
429	0.4377543608
430	0.4377384737
431	0.4377226149
432	0.4377044367
433	0.4376826086
434	0.4376674966
435	0.4376497654
436	0.4376371208
437	0.4376196932
438	0.4376096606
439	0.4375929793
440	0.4375782767
441	0.437566076
442	0.4375519218
443	0.4375358655
444	0.4375184921
445	0.4375040271
446	0.4374868444
447	0.4374759421
448	0.4374561449
449	0.4374383634
450	0.4374279231
451	0.4374139303
452	0.4373927283
453	0.4373795589
454	0.4373663017
455	0.4373512246
456	0.4373328656
457	0.4373223811
458	0.4373070249
459	0.4372909997
460	0.4372740834
461	0.4372585643
462	0.4372447316
463	0.4372336375
464	0.4372238588
465	0.4372096347
466	0.437198054
467	0.4371890738
468	0.4371725751
469	0.4371549043
470	0.4371415597
471	0.4371289551
472	0.4371164093
473	0.4371068411
474	0.4370872458
475	0.4370693703
476	0.4370526904
477	0.4370403346
478	0.4370302284
479	0.4370146599
480	0.4370055554
481	0.4369908417
482	0.4369768806
483	0.4369672763
484	0.4369519949
485	0.4369341787
486	0.4369182733
487	0.4369034877
488	0.4368905736
489	0.4368815189
490	0.4368691941
491	0.4368555781
492	0.4368412425
493	0.4368265307
494	0.4368139987
495	0.4368017178
496	0.4367891438
497	0.4367737611
498	0.4367581664
499	0.4367384536
500	0.4367268018
501	0.4367109046
502	0.4366957924
503	0.4366820379
504	0.4366663562
505	0.4366543888
506	0.4366407988
507	0.4366290061
508	0.4366146588
509	0.4365987998
510	0.4365866872
511	0.436574985
512	0.4365576025
513	0.4365479654
514	0.4365318496
515	0.4365198416
516	0.4365052672
517	0.4364923603
518	0.436479758
519	0.4364661213
520	0.4364490141
521	0.4364293166
522	0.4364192393
523	0.4364073686
524	0.4363942635
525	0.4363835523
526	0.4363596639
527	0.4363497773
528	0.4363373991
529	0.4363157853
530	0.4363030516
531	0.4362873371
532	0.436275814
533	0.4362634176
534	0.4362514524
535	0.4362386212
536	0.4362225639
537	0.4362116992
538	0.4361992253
539	0.4361823951
540	0.4361632779
541	0.4361556991
542	0.436141177
543	0.4361295238
544	0.4361101068
545	0.4360914132
546	0.4360791002
547	0.4360654991
548	0.4360524821
549	0.4360394229
550	0.4360298348
551	0.4360212235
552	0.4360091537
553	0.435992065
554	0.4359732376
555	0.4359620273
556	0.4359470369
557	0.4359373995
558	0.4359223176
559	0.435908296
560	0.4358962355
561	0.4358832097
562	0.4358722199
563	0.4358549331
564	0.4358396692
565	0.4358247508
566	0.435813679
567	0.4358014843
568	0.4357888256
569	0.4357770021
570	0.435761681
571	0.4357516274
572	0.4357360975
573	0.4357270055
574	0.4357142347
575	0.4357024947
576	0.4356924301
577	0.4356813112
578	0.4356751233
579	0.4356740247
580	0.4356569399
581	0.4356470838
582	0.4356330017
583	0.4356199844
584	0.4356064406
585	0.4355944344
586	0.4355822297
587	0.4355697059
588	0.4355586045
589	0.4355425377
590	0.4355297318
591	0.4355180667
592	0.4355092114
593	0.4354934327
594	0.4354763002
595	0.4354644478
596	0.4354501161
597	0.4354381131
598	0.4354373387
599	0.4354222918
600	0.4354064345
601	0.4353953393
602	0.4353829801
603	0.4353732129
604	0.4353636511
605	0.4353494139
606	0.4353385073
607	0.4353222348
608	0.4353113121
609	0.4352962044
610	0.4352867709
611	0.4352763182
612	0.4352652569
613	0.4352534343
614	0.4352405102
615	0.4352269539
616	0.4352159367
617	0.4352017195
618	0.4351896955
619	0.4351717119
620	0.4351589569
621	0.4351433072
622	0.4351294536
623	0.4351175293
624	0.4351169075
625	0.4351043132
626	0.4350931954
627	0.4350832761
628	0.4350683349
629	0.4350567619
630	0.4350485823
631	0.4350329628
632	0.4350204107
633	0.4349982681
634	0.4349872953
635	0.4349864188
636	0.4349735917
637	0.4349633312
638	0.434952814
639	0.434938248
640	0.4349260803
641	0.4349094683
642	0.4349000728
643	0.4348891628
644	0.4348747002
645	0.4348658898
646	0.4348525537
647	0.4348519281
648	0.4348396254
649	0.4348289246
650	0.4348234104
651	0.4348114715
652	0.4348007417
653	0.4347809016
654	0.4347680845
655	0.434754162
656	0.4347441686
657	0.4347310475
658	0.4347163381
659	0.4347046961
660	0.4346901994
661	0.4346783917
662	0.4346650014
663	0.434657882
664	0.4346432193
665	0.4346279355
666	0.4346139212
667	0.4345998945
668	0.4345904663
669	0.4345775189
670	0.434568318
671	0.4345558177
672	0.4345432168
673	0.4345318035
674	0.4345184114
675	0.4345047302
676	0.4344932802
677	0.4344835082
678	0.4344722359
679	0.4344652217
680	0.4344535878
681	0.4344414584
682	0.4344288499
683	0.4344224086
684	0.4344092338
685	0.434397069
686	0.4343818395
687	0.4343713799
688	0.434361389
689	0.434344306
690	0.4343333472
691	0.434321674
692	0.4343077222
693	0.4342963722
694	0.4342858431
695	0.4342703845
696	0.4342586918
697	0.434248554
698	0.4342390508
699	0.4342244384
700	0.4342184269
701	0.4342070637
702	0.4341921266
703	0.4341800675
704	0.4341676671
705	0.434157391
706	0.4341444998
707	0.4341302371
708	0.4341220759
709	0.4341103022
710	0.4340949056
711	0.4340802297
712	0.4340702412
713	0.4340545216
714	0.4340389922
715	0.4340249724
716	0.4340133179
717	0.4339993243
718	0.4339874415
719	0.4339763112
720	0.43396741
721	0.4339572913
722	0.4339459323
723	0.4339335094
724	0.4339234903
725	0.4339110449
726	0.4338962091
727	0.4338824709
728	0.4338705605
729	0.433861849
730	0.4338491704
731	0.4338365271
732	0.4338231396
733	0.4338076539
734	0.4337931973
735	0.4337817032
736	0.4337695143
737	0.4337595236
738	0.4337588521
739	0.4337465861
740	0.4337358562
741	0.4337277961
742	0.4337163389
743	0.4337029307
744	0.4336923249
745	0.4336791558
746	0.4336693406
747	0.4336688981
748	0.4336571346
749	0.4336470364
750	0.4336360465
751	0.4336245978
752	0.4336142197
753	0.4336004594
754	0.4335896295
755	0.4335784806
756	0.4335695979
757	0.4335569351
758	0.4335440423
759	0.4335346471
760	0.4335271616
761	0.4335162215
762	0.4335047922
763	0.4334922357
764	0.4334823938
765	0.4334717612
766	0.4334602495
767	0.4334502114
768	0.4334383389
769	0.4334248067
770	0.4334134988
771	0.4334037218
772	0.4333929207
773	0.4333855638
774	0.4333716009
775	0.4333532507
776	0.4333409785
777	0.4333281203
778	0.4333125766
779	0.4333034786
780	0.4332937262
781	0.4332789143
782	0.4332656523
783	0.4332549855
784	0.4332413549
785	0.4332285336
786	0.4332187248
787	0.4332031219
788	0.4331887002
789	0.4331785786
790	0.4331651604
791	0.4331536631
792	0.4331489283
793	0.4331355677
794	0.4331233909
795	0.433110858
796	0.4330972934
797	0.4330896423
798	0.433077906
799	0.4330641096
800	0.4330496039
801	0.4330376829
802	0.4330289691
803	0.4330184239
804	0.4330104909
805	0.4329983274
806	0.4329836028
807	0.4329716607
808	0.4329599676
809	0.432948024
810	0.4329386333
811	0.4329263859
812	0.4329130541
813	0.4328978405
814	0.4328848768
815	0.4328734374
816	0.432859833
817	0.4328491425
818	0.4328377182
819	0.4328254718
820	0.4328249873
821	0.4328107478
822	0.4328004483
823	0.4327878578
824	0.4327757165
825	0.4327649839
826	0.4327527239
827	0.4327433558
828	0.4327328199
829	0.4327192421
830	0.4327078283
831	0.4327009153
832	0.4326874599
833	0.432677872
834	0.432664945
835	0.4326558836
836	0.4326447265
837	0.4326333894
838	0.4326194655
839	0.4326064458
840	0.432606091
841	0.4325929937
842	0.4325834804
843	0.4325686312
844	0.4325603652
845	0.4325500773
846	0.4325363544
847	0.432523788
848	0.4325123607
849	0.4325032609
850	0.4324897515
851	0.432476714
852	0.4324655483
853	0.4324519388
854	0.4324425413
855	0.4324304587
856	0.4324216543
857	0.4324076665
858	0.4323986795
859	0.432387136
860	0.4323728728
861	0.4323615249
862	0.4323528409
863	0.4323406202
864	0.4323309744
865	0.4323140659
866	0.4323085427
867	0.4322961017
868	0.432283229
869	0.4322721648
870	0.4322606677
871	0.4322474915
872	0.4322352696
873	0.4322205276
874	0.43221114
875	0.4322021609
876	0.4321897359
877	0.4321806444
878	0.432168524
879	0.432158469
880	0.4321486608
881	0.4321395604
882	0.4321287494
883	0.4321190444
884	0.4321087902
885	0.4320978286
886	0.4320885989
887	0.4320784591
888	0.4320639026
889	0.4320555018
890	0.4320456979
891	0.4320342433
892	0.4320202417
893	0.4320093547
894	0.4319944931
895	0.4319831979
896	0.431971504
897	0.4319657414
898	0.4319653408
899	0.4319552217
900	0.4319452345
901	0.4319326429
902	0.4319222975
903	0.4319142409
904	0.4318979518
905	0.4318868115
906	0.431874251
907	0.4318582149
908	0.4318505833
909	0.4318340188
910	0.4318261836
911	0.4318154556
912	0.4318031576
913	0.4317928552
914	0.4317840991
915	0.4317717738
916	0.4317558453
917	0.431747577
918	0.4317387269
919	0.431725961
920	0.4317176224
921	0.4317090084
922	0.4316994469
923	0.4316850666
924	0.4316706314
925	0.4316575907
926	0.431646089
927	0.4316393577
928	0.4316265956
929	0.4316158514
930	0.4316042334
931	0.4315960617
932	0.4315853015
933	0.4315732971
934	0.4315590033
935	0.4315503746
936	0.4315386141
937	0.4315251929
938	0.4315188602
939	0.4315125619
940	0.4315012802
941	0.431489088
942	0.4314763831
943	0.4314629992
944	0.4314506661
945	0.4314431033
946	0.4314367006
947	0.4314266847
948	0.4314201023
949	0.4314118759
950	0.4313985982
951	0.431385912
952	0.4313768634
953	0.4313642549
954	0.4313525679
955	0.4313444472
956	0.4313397178
957	0.4313327972
958	0.4313211679
959	0.4313116563
960	0.4312986118
961	0.4312887527
962	0.431277191
963	0.4312647027
964	0.4312645005
965	0.4312517474
966	0.4312403177
967	0.4312356995
968	0.4312256135
969	0.4312161228
970	0.431197745
971	0.4311854494
972	0.4311764987
973	0.4311697648
974	0.4311594894
975	0.431145807
976	0.4311355633
977	0.431122868
978	0.4311078414
979	0.4310981041
980	0.4310923221
981	0.4310774169
982	0.4310611621
983	0.4310484714
984	0.4310349552
985	0.4310199553
986	0.4310087072
987	0.4309969467
988	0.4309877508
989	0.4309790372
990	0.4309731999
991	0.4309665543
992	0.4309578392
993	0.4309480997
994	0.4309368108
995	0.4309255224
996	0.4309140572
997	0.4309022856
998	0.430889321
999	0.4308798757
